COURSE,DEPARTMENT,COURSEID,CLASSNBR,TOTALENROLLMENT,GSAS,HCOL,NONDGR,VUS,XREG
XJFK     MLD801,NODEPT,154245.0,19892.0,1.0,1.0,,,,
XJFK     MLD829,NODEPT,161055.0,19893.0,1.0,,1.0,,,
XJFK     PED101,NODEPT,152727.0,19930.0,1.0,,,,1.0,
XJFK     PED130,NODEPT,153628.0,19931.0,3.0,1.0,2.0,,,
XJFK     PED375,NODEPT,153675.0,19895.0,2.0,2.0,,,,
XJFK     SUP211,NODEPT,154197.0,19814.0,3.0,,3.0,,,
XJFK     SUP500,NODEPT,154194.0,19812.0,3.0,1.0,2.0,,,
XJFK     SUP661,NODEPT,161027.0,19810.0,2.0,,2.0,,,
XJFK     SUP710,NODEPT,160076.0,19938.0,1.0,1.0,,,,
XLAW 2011,NODEPT,152928.0,19528.0,4.0,2.0,2.0,,,
XLAW 2025,NODEPT,161134.0,20144.0,1.0,,1.0,,,
XLAW 2048,NODEPT,130372.0,19529.0,1.0,,1.0,,,
XLAW 2052,NODEPT,160992.0,19519.0,2.0,2.0,,,,
XLAW 2126,NODEPT,161059.0,19908.0,1.0,1.0,,,,
XLAW 2129,NODEPT,160993.0,19530.0,1.0,,,1.0,,
XLAW 2151,NODEPT,161140.0,20152.0,1.0,,1.0,,,
XLAW 2186,NODEPT,160995.0,19542.0,1.0,,,,1.0,
XLAW 2190,NODEPT,130742.0,19928.0,1.0,,1.0,,,
XLAW 2252,NODEPT,161135.0,20146.0,1.0,,,,1.0,
XLAW 2359,NODEPT,161138.0,20150.0,1.0,,1.0,,,
XLAW 2497,NODEPT,161143.0,20155.0,1.0,1.0,,,,
XLAW 2509,NODEPT,161141.0,20153.0,1.0,1.0,,,,
XLAW 2650,NODEPT,160997.0,19544.0,1.0,,1.0,,,
XLAW 2652,NODEPT,160483.0,19745.0,1.0,1.0,,,,
XLAW 2677,NODEPT,161060.0,19921.0,1.0,1.0,,,,
XLAW 2785,NODEPT,161139.0,20149.0,1.0,1.0,,,,
XLAW 2799,NODEPT,161072.0,19953.0,1.0,,1.0,,,
XLAW 2813,NODEPT,161136.0,20147.0,1.0,,1.0,,,
XLAW 2829,NODEPT,161019.0,19788.0,3.0,,3.0,,,
XLAW 8008,NODEPT,130515.0,20115.0,1.0,1.0,,,,
XLAW 8021,NODEPT,161133.0,20143.0,1.0,1.0,,,,
XMED     HT160,NODEPT,130354.0,19958.0,1.0,1.0,,,,
XMIT     CMS634,NODEPT,161163.0,20202.0,1.0,,1.0,,,
XMIT     EC.701,NODEPT,152775.0,20093.0,1.0,,1.0,,,
XMIT     HST131,NODEPT,153142.0,20102.0,1.0,1.0,,,,
XMIT     HST583,NODEPT,153308.0,20105.0,3.0,3.0,,,,
XMIT     MAS.S7,NODEPT,152966.0,20108.0,3.0,1.0,2.0,,,
XMIT     MAS490,NODEPT,153438.0,20203.0,1.0,,1.0,,,
XMIT     MAS552,NODEPT,161164.0,20204.0,1.0,,1.0,,,
XMIT     MAS630,NODEPT,154130.0,20106.0,1.0,1.0,,,,
XMIT     MAS863,NODEPT,153635.0,20206.0,6.0,1.0,5.0,,,
XMIT     MAS883,NODEPT,161124.0,20107.0,1.0,1.0,,,,
XMIT     MASS64,NODEPT,161166.0,20207.0,1.0,,1.0,,,
XMIT     NS.302,NODEPT,145890.0,20109.0,3.0,,3.0,,,
XMIT     WGS.64,NODEPT,152715.0,20110.0,1.0,1.0,,,,
XMIT    1.070A,NODEPT,161110.0,20060.0,1.0,,1.0,,,
XMIT    1.070B,NODEPT,161111.0,20061.0,1.0,,1.0,,,
XMIT    2.032,NODEPT,130417.0,20200.0,1.0,1.0,,,,
XMIT    2.111,NODEPT,131657.0,20205.0,1.0,,1.0,,,
XMIT    2.120,NODEPT,161091.0,20006.0,1.0,1.0,,,,
XMIT    2.151,NODEPT,145958.0,20007.0,2.0,1.0,1.0,,,
XMIT    2.25,NODEPT,161093.0,20008.0,1.0,1.0,,,,
XMIT    2.740,NODEPT,161170.0,20208.0,1.0,1.0,,,,
XMIT    3.20,NODEPT,145933.0,20009.0,1.0,1.0,,,,
XMIT    3.45,NODEPT,143773.0,20010.0,1.0,1.0,,,,
XMIT    4.215,NODEPT,161171.0,20209.0,1.0,1.0,,,,
XMIT    4.450,NODEPT,161095.0,20011.0,1.0,1.0,,,,
XMIT    4.612,NODEPT,161096.0,20012.0,1.0,1.0,,,,
XMIT    4.S68,NODEPT,161118.0,20089.0,4.0,4.0,,,,
XMIT    5.062,NODEPT,143948.0,20210.0,5.0,5.0,,,,
XMIT    5.60,NODEPT,145580.0,20014.0,1.0,,1.0,,,
XMIT    5.70,NODEPT,130066.0,20211.0,1.0,1.0,,,,
XMIT    6.0001,NODEPT,161098.0,20017.0,2.0,1.0,1.0,,,
XMIT    6.0002,NODEPT,161099.0,20018.0,1.0,1.0,,,,
XMIT    6.003,NODEPT,145439.0,20019.0,1.0,1.0,,,,
XMIT    6.006,NODEPT,130430.0,20021.0,5.0,4.0,1.0,,,
XMIT    6.012,NODEPT,145438.0,20026.0,2.0,,2.0,,,
XMIT    6.034,NODEPT,149934.0,20032.0,2.0,,2.0,,,
XMIT    6.047,NODEPT,148294.0,20034.0,2.0,2.0,,,,
XMIT    6.170,NODEPT,144243.0,20035.0,4.0,3.0,1.0,,,
XMIT    6.172,NODEPT,130433.0,20038.0,2.0,,2.0,,,
XMIT    6.231,NODEPT,153110.0,20213.0,1.0,1.0,,,,
XMIT    6.255,NODEPT,148285.0,20040.0,1.0,1.0,,,,
XMIT    6.301,NODEPT,145048.0,20044.0,1.0,1.0,,,,
XMIT    6.338,NODEPT,145590.0,20046.0,1.0,1.0,,,,
XMIT    6.339,NODEPT,161105.0,20047.0,2.0,2.0,,,,
XMIT    6.341,NODEPT,148442.0,20048.0,2.0,2.0,,,,
XMIT    6.374,NODEPT,149451.0,20050.0,1.0,1.0,,,,
XMIT    6.434,NODEPT,130075.0,20051.0,1.0,1.0,,,,
XMIT    6.720,NODEPT,161109.0,20056.0,1.0,1.0,,,,
XMIT    6.728,NODEPT,144270.0,20059.0,2.0,2.0,,,,
XMIT    6.815,NODEPT,145694.0,20062.0,2.0,,2.0,,,
XMIT    6.832,NODEPT,146027.0,20063.0,1.0,,1.0,,,
XMIT    6.837,NODEPT,150190.0,20064.0,2.0,1.0,1.0,,,
XMIT    6.840,NODEPT,148563.0,20215.0,1.0,,,1.0,,
XMIT    6.852,NODEPT,142826.0,20216.0,1.0,1.0,,,,
XMIT    6.867,NODEPT,153696.0,20065.0,3.0,3.0,,,,
XMIT    6.876,NODEPT,161113.0,20070.0,2.0,2.0,,,,
XMIT    6.878,NODEPT,145047.0,20195.0,1.0,1.0,,,,
XMIT    6.S899,NODEPT,161119.0,20090.0,1.0,1.0,,,,
XMIT    6.S978,NODEPT,161121.0,20091.0,1.0,1.0,,,,
XMIT    7.06,NODEPT,145543.0,20071.0,1.0,1.0,,,,
XMIT    7.23,NODEPT,161160.0,20197.0,1.0,1.0,,,,
XMIT    7.62,NODEPT,145938.0,20073.0,2.0,2.0,,,,
XMIT    8.02,NODEPT,146421.0,20075.0,1.0,,1.0,,,
XMIT    8.324,NODEPT,143157.0,20076.0,1.0,1.0,,,,
XMIT    8.333,NODEPT,148519.0,20077.0,4.0,3.0,1.0,,,
XMIT    8.351,NODEPT,148497.0,20079.0,1.0,1.0,,,,
XMIT    8.370,NODEPT,130437.0,20080.0,2.0,1.0,,1.0,,
XMIT    8.391,NODEPT,148441.0,20081.0,1.0,1.0,,,,
XMIT    8.511,NODEPT,150199.0,20082.0,1.0,1.0,,,,
XMIT    8.591,NODEPT,161161.0,20198.0,1.0,,1.0,,,
XMIT    8.942,NODEPT,153992.0,20083.0,1.0,1.0,,,,
XMIT    9.011,NODEPT,142410.0,20084.0,3.0,3.0,,,,
XMIT    9.520,NODEPT,146234.0,20085.0,5.0,5.0,,,,
XMIT    9.601,NODEPT,143194.0,20087.0,1.0,,,1.0,,
XMIT    9.660,NODEPT,144643.0,20201.0,1.0,1.0,,,,
XMIT    9.S912,NODEPT,130809.0,20092.0,3.0,3.0,,,,
XMIT   10.10,NODEPT,161088.0,19977.0,1.0,,1.0,,,
XMIT   10.291,NODEPT,161148.0,20172.0,2.0,,,,2.0,
XMIT   10.55,NODEPT,145488.0,20181.0,1.0,1.0,,,,
XMIT   10.568,NODEPT,145487.0,19978.0,2.0,2.0,,,,
XMIT   10.807,NODEPT,144718.0,19979.0,1.0,,,,1.0,
XMIT   11.203,NODEPT,130754.0,20179.0,1.0,1.0,,,,
XMIT   11.701,NODEPT,161150.0,20174.0,1.0,1.0,,,,
XMIT   11.S195,NODEPT,161126.0,20114.0,1.0,,,,1.0,
XMIT   12.163,NODEPT,161151.0,20175.0,1.0,,1.0,,,
XMIT   12.481,NODEPT,161149.0,20173.0,1.0,1.0,,,,
XMIT   12.742,NODEPT,130064.0,19980.0,2.0,1.0,1.0,,,
XMIT   14.01,NODEPT,146302.0,19981.0,1.0,,1.0,,,
XMIT   14.281,NODEPT,154098.0,19983.0,3.0,3.0,,,,
XMIT   14.282,NODEPT,145954.0,19984.0,1.0,1.0,,,,
XMIT   14.461,NODEPT,148501.0,19985.0,2.0,2.0,,,,
XMIT   14.661,NODEPT,148132.0,19988.0,1.0,1.0,,,,
XMIT   14.770,NODEPT,130400.0,19995.0,4.0,4.0,,,,
XMIT   14.771,NODEPT,145541.0,20003.0,1.0,1.0,,,,
XMIT   15.305,NODEPT,142334.0,20001.0,3.0,,2.0,,1.0,
XMIT   15.310,NODEPT,145060.0,20004.0,3.0,,,,3.0,
XMIT   15.356,NODEPT,142633.0,19986.0,1.0,1.0,,,,
XMIT   15.390,NODEPT,131630.0,19994.0,2.0,,,1.0,1.0,
XMIT   15.401,NODEPT,131675.0,20121.0,1.0,,1.0,,,
XMIT   15.402,NODEPT,142907.0,20194.0,1.0,,1.0,,,
XMIT   15.434,NODEPT,131679.0,19998.0,1.0,,,,1.0,
XMIT   15.496,NODEPT,161159.0,20196.0,3.0,3.0,,,,
XMIT   15.501,NODEPT,143142.0,20002.0,42.0,,42.0,,,
XMIT   15.619,NODEPT,161152.0,20176.0,1.0,1.0,,,,
XMIT   16.71,NODEPT,130407.0,20177.0,1.0,,1.0,,,
XMIT   17.150,NODEPT,161153.0,20178.0,2.0,2.0,,,,
XMIT   17.178,NODEPT,130943.0,20013.0,1.0,1.0,,,,
XMIT   17.804,NODEPT,130411.0,20180.0,1.0,1.0,,,,
XMIT   18.03,NODEPT,146012.0,20015.0,1.0,,1.0,,,
XMIT   18.177,NODEPT,148573.0,20182.0,1.0,1.0,,,,
XMIT   18.336,NODEPT,130946.0,20025.0,1.0,1.0,,,,
XMIT   18.404,NODEPT,130771.0,20028.0,3.0,1.0,2.0,,,
XMIT   18.435,NODEPT,143596.0,20185.0,1.0,1.0,,,,
XMIT   18.657,NODEPT,161154.0,20186.0,1.0,1.0,,,,
XMIT   18.919,NODEPT,161102.0,20033.0,1.0,,1.0,,,
XMIT   18.S997,NODEPT,130772.0,20187.0,1.0,1.0,,,,
XMIT   20.106,NODEPT,161103.0,20039.0,1.0,1.0,,,,
XMIT   20.201,NODEPT,161104.0,20041.0,1.0,,1.0,,,
XMIT   21A.306,NODEPT,161112.0,20067.0,2.0,2.0,,,,
XMIT   21G.613,NODEPT,161155.0,20188.0,1.0,1.0,,,,
XMIT   21G.851,NODEPT,161114.0,20074.0,1.0,1.0,,,,
XMIT   21L.512,NODEPT,161157.0,20191.0,1.0,1.0,,,,
XMIT   21M.460,NODEPT,146315.0,20078.0,2.0,1.0,1.0,,,
XMIT   21M.846,NODEPT,161116.0,20086.0,2.0,,2.0,,,
XMIT   21W.763,NODEPT,161117.0,20088.0,1.0,,1.0,,,
XMIT   24.637,NODEPT,161158.0,20193.0,1.0,,,1.0,,
XMIT   24.805,NODEPT,146066.0,20045.0,1.0,1.0,,,,
XMIT   24.949,NODEPT,145290.0,20049.0,2.0,2.0,,,,
XMIT   24.956,NODEPT,145464.0,20052.0,1.0,1.0,,,,
XMIT   24.963,NODEPT,146163.0,20053.0,2.0,2.0,,,,
XMIT   24.979,NODEPT,145602.0,20055.0,2.0,2.0,,,,
XPBH     BIO201,NODEPT,152755.0,19956.0,2.0,2.0,,,,
XPBH     BIO222,NODEPT,152757.0,19791.0,1.0,1.0,,,,
XPBH     BIO227,NODEPT,145513.0,20233.0,3.0,3.0,,,,
XPBH     BIO300,NODEPT,145507.0,20156.0,1.0,1.0,,,,
XPBH     BIO316,NODEPT,152971.0,20145.0,4.0,4.0,,,,
XPBH     EH298,NODEPT,152929.0,19805.0,7.0,7.0,,,,
XPBH     EH510-,NODEPT,152760.0,19818.0,1.0,1.0,,,,
XPBH     EPI201,NODEPT,152739.0,19806.0,7.0,7.0,,,,
XPBH     EPI201,NODEPT,161026.0,19809.0,7.0,7.0,,,,
XPBH     EPI202,NODEPT,142424.0,20234.0,4.0,4.0,,,,
XPBH     EPI207,NODEPT,152744.0,19822.0,4.0,4.0,,,,
XPBH     EPI221,NODEPT,152746.0,19966.0,1.0,1.0,,,,
XPBH     EPI246,NODEPT,145106.0,20235.0,2.0,2.0,,,,
XPBH     EPI249,NODEPT,152747.0,19824.0,6.0,6.0,,,,
XPBH     EPI507,NODEPT,152748.0,20236.0,1.0,1.0,,,,
XPBH     EPI519,NODEPT,152752.0,20237.0,6.0,6.0,,,,
XPBH     GHP293,NODEPT,161174.0,20239.0,1.0,1.0,,,,
XPBH     GHP525,NODEPT,152761.0,19833.0,1.0,1.0,,,,
XPBH     GHP539,NODEPT,152762.0,19832.0,1.0,1.0,,,,
XPBH     HPM206,NODEPT,143616.0,19957.0,1.0,,1.0,,,
XPBH     ID250,NODEPT,145737.0,19884.0,4.0,3.0,1.0,,,
XPBH     RDS280,NODEPT,153102.0,20238.0,9.0,9.0,,,,
XPBH     RDS284,NODEPT,152750.0,19852.0,5.0,5.0,,,,
XPBH     SBS296,NODEPT,161064.0,19934.0,1.0,1.0,,,,
XPBH     SBS299,NODEPT,161087.0,19974.0,1.0,,1.0,,,
YIDDISH     AA,NELC,114058.0,15175.0,4.0,,4.0,,,
YIDDISH     BA,NELC,119874.0,12981.0,1.0,1.0,,,,
YIDDISH     CA,NELC,123432.0,12772.0,2.0,,2.0,,,
YORUBA     AA,AAAS,120952.0,15176.0,7.0,,6.0,,,1.0
YORUBA     BA,AAAS,120953.0,15177.0,5.0,1.0,4.0,,,
YORUBA  101AR,AAAS,120954.0,13114.0,3.0,1.0,2.0,,,
TOTALS:,,,,38238.0,9912.0,26840.0,255.0,204.0,1024.0
